1,1
1,1
2,1
2,2
3,1
3,1
3,1
3,1
3,1
3,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
3,1
3,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,3
5,3
5,1
5,3
5,3
5,2
5,1
5,2
5,1
5,1
5,1
5,2
5,1
5,3
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
6,1
6,2
6,3
6,1
6,4
6,3
6,1
6,1
6,4
6,1
6,1
6,1
6,1
6,1
6,2
6,1
6,1
6,2
6,1
6,2
6,2
7,1
6,1
6,1
6,1
6,1
6,1
6,4
6,1
3,1
6,1
6,1
3,3
3,4
3,1
8,1
6,1
5,1
5,1
9,1
6,1
3,1
3,1
3,1
3,1
3,1
6,3
6,4
6,1
6,1
6,1
6,3
6,1
6,1
6,2
6,1
6,1
6,1
6,2
6,1
8,1
8,1
8,1
8,1
8,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
10,1
8,1
8,1
8,1
8,1
11,1
11,1
11,1
11,1
11,1
11,1
9,1
12,1
13,1
11,1
9,1
9,2
14,1
14,1
14,1
14,1
14,1
14,1
14,1
15,3
11,3
16,1
17,3
18,1
19,4
19,1
20,1
20,1
11,1
21,1
21,1
21,1
22,1
22,2
9,2
9,2
9,4
20,1
23,1
24,2
24,1
25,1
26,1
11,2
23,1
27,1
26,1
4,4
11,1
11,2
11,1
11,1
11,3
28,1
28,1
26,1
19,4
19,1
15,1
15,1
9,1
9,2
26,1
23,1
29,1
29,1
27,1
27,1
27,1
30,4
30,1
30,3
31,1
12,1
12,1
15,3
16,1
32,1
32,1
15,2
15,2
15,2
15,2
15,2
15,4
15,1
15,1
15,2
15,2
15,4
33,1
33,1
33,1
34,1
35,1
36,1
36,1
33,1
35,1
37,1
12,1
38,1
38,1
12,1
12,1
36,1
35,1
39,1
35,1
35,1
35,1
12,1
40,1
13,1
35,1
35,1
35,1
13,1
17,1
17,1
17,1
15,1
41,1
15,1
3,1
15,1
15,1
15,1
36,1
23,3
42,1
42,1
43,1
43,1
4,1
44,3
45,1
4,1
4,1
4,3
42,1
42,1
42,1
4,1
4,2
4,1
42,1
4,4
10,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
46,1
12,1
12,1
12,1
37,1
37,1
37,1
37,1
37,1
37,1
37,1
37,1
12,1
4,4
47,1
47,1
9,1
33,1
48,1
12,1
12,1
12,1
18,1
37,1
12,1
37,1
12,1
18,1
18,1
18,1
18,1
12,1
12,1
12,1
12,1
37,1
12,1
12,1
12,1
12,1
12,1
12,1
37,1
12,1
12,1
18,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
37,1
37,1
12,1
37,1
49,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
50,1
12,1
37,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
37,1
12,1
37,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
37,1
12,1
12,1
12,1
